Occupations,year,race,Gender,County,NumEmp
"Farming, fishing, and forestry occupations",2011,Two or More Races,Male,"Queens County, New York",70
"Farming, fishing, and forestry occupations",2011,Two or More Races,Male,"Richmond County, New York",0
Construction and extraction occupations,2011,Two or More Races,Male,"Bronx County, New York",734.75
Construction and extraction occupations,2011,Two or More Races,Male,"Kings County, New York",472
Construction and extraction occupations,2011,Two or More Races,Male,"New York County, New York",602
Construction and extraction occupations,2011,Two or More Races,Male,"Queens County, New York",877
Construction and extraction occupations,2011,Two or More Races,Male,"Richmond County, New York",0
"Installation, maintenance, and repair occupations",2011,Two or More Races,Male,"Bronx County, New York",724.25
"Installation, maintenance, and repair occupations",2011,Two or More Races,Male,"Kings County, New York",358
"Installation, maintenance, and repair occupations",2011,Two or More Races,Male,"New York County, New York",59
"Installation, maintenance, and repair occupations",2011,Two or More Races,Male,"Queens County, New York",799
"Installation, maintenance, and repair occupations",2011,Two or More Races,Male,"Richmond County, New York",0
Production occupations,2011,Two or More Races,Male,"Bronx County, New York",587.5
Production occupations,2011,Two or More Races,Male,"Kings County, New York",689
Production occupations,2011,Two or More Races,Male,"New York County, New York",887
Production occupations,2011,Two or More Races,Male,"Queens County, New York",794
Production occupations,2011,Two or More Races,Male,"Richmond County, New York",0
Transportation occupations,2011,Two or More Races,Male,"Bronx County, New York",804.25
Transportation occupations,2011,Two or More Races,Male,"Kings County, New York",773
Transportation occupations,2011,Two or More Races,Male,"New York County, New York",1063
Transportation occupations,2011,Two or More Races,Male,"Queens County, New York",1860
Transportation occupations,2011,Two or More Races,Male,"Richmond County, New York",0
Material moving occupations,2011,Two or More Races,Male,"Bronx County, New York",429
Material moving occupations,2011,Two or More Races,Male,"Kings County, New York",411
Material moving occupations,2011,Two or More Races,Male,"New York County, New York",372
Material moving occupations,2011,Two or More Races,Male,"Queens County, New York",390
Material moving occupations,2011,Two or More Races,Male,"Richmond County, New York",0
Management occupations,2011,Two or More Races,Female,"Bronx County, New York",795.5
Management occupations,2011,Two or More Races,Female,"Kings County, New York",692
Management occupations,2011,Two or More Races,Female,"New York County, New York",2406
Management occupations,2011,Two or More Races,Female,"Queens County, New York",963
Management occupations,2011,Two or More Races,Female,"Richmond County, New York",0
Business and financial operations occupations,2011,Two or More Races,Female,"Bronx County, New York",378.5
Business and financial operations occupations,2011,Two or More Races,Female,"Kings County, New York",200
Business and financial operations occupations,2011,Two or More Races,Female,"New York County, New York",611
Business and financial operations occupations,2011,Two or More Races,Female,"Queens County, New York",826
Business and financial operations occupations,2011,Two or More Races,Female,"Richmond County, New York",0
Computer and mathematical occupations,2011,Two or More Races,Female,"Bronx County, New York",87.25
Computer and mathematical occupations,2011,Two or More Races,Female,"Kings County, New York",0
Computer and mathematical occupations,2011,Two or More Races,Female,"New York County, New York",432
Computer and mathematical occupations,2011,Two or More Races,Female,"Queens County, New York",195
Computer and mathematical occupations,2011,Two or More Races,Female,"Richmond County, New York",0
Architecture and engineering occupations,2011,Two or More Races,Female,"Bronx County, New York",46.75
Architecture and engineering occupations,2011,Two or More Races,Female,"Kings County, New York",50
Architecture and engineering occupations,2011,Two or More Races,Female,"New York County, New York",0
Architecture and engineering occupations,2011,Two or More Races,Female,"Queens County, New York",37
Architecture and engineering occupations,2011,Two or More Races,Female,"Richmond County, New York",0
"Life, physical, and social science occupations",2011,Two or More Races,Female,"Bronx County, New York",36.25
"Life, physical, and social science occupations",2011,Two or More Races,Female,"Kings County, New York",171
"Life, physical, and social science occupations",2011,Two or More Races,Female,"New York County, New York",243
"Life, physical, and social science occupations",2011,Two or More Races,Female,"Queens County, New York",0
"Life, physical, and social science occupations",2011,Two or More Races,Female,"Richmond County, New York",0
Community and social service occupations,2011,Two or More Races,Female,"Bronx County, New York",382
Community and social service occupations,2011,Two or More Races,Female,"Kings County, New York",308
Community and social service occupations,2011,Two or More Races,Female,"New York County, New York",283
Community and social service occupations,2011,Two or More Races,Female,"Queens County, New York",134
Community and social service occupations,2011,Two or More Races,Female,"Richmond County, New York",0
Legal occupations,2011,Two or More Races,Female,"Bronx County, New York",75.5
Legal occupations,2011,Two or More Races,Female,"Kings County, New York",355
Legal occupations,2011,Two or More Races,Female,"New York County, New York",236
Legal occupations,2011,Two or More Races,Female,"Queens County, New York",73
Legal occupations,2011,Two or More Races,Female,"Richmond County, New York",0
"Education, training, and library occupations",2011,Two or More Races,Female,"Bronx County, New York",1101.25
"Education, training, and library occupations",2011,Two or More Races,Female,"Kings County, New York",1013
"Education, training, and library occupations",2011,Two or More Races,Female,"New York County, New York",1204
"Education, training, and library occupations",2011,Two or More Races,Female,"Queens County, New York",639
"Education, training, and library occupations",2011,Two or More Races,Female,"Richmond County, New York",0
"Arts, design, entertainment, sports, and media occupations",2011,Two or More Races,Female,"Bronx County, New York",132.75
"Arts, design, entertainment, sports, and media occupations",2011,Two or More Races,Female,"Kings County, New York",451
