,Label,"Bronx County, New York","Kings County, New York","New York County, New York","Queens County, New York","Richmond County, New York",race,year
2435,Sales and office occupations:_Male,18898.0,6975,9309.0,12998,,Some Other Race Alone,2013
2436,Sales and related occupations_Male,8682.0,2420,5651.0,6593,,Some Other Race Alone,2013
2437,Office and administrative support occupations_Male,10216.0,4555,3658.0,6405,,Some Other Race Alone,2013
2438,"Natural resources, construction, and maintenance occupations:_Male",16618.0,12735,5020.0,17986,,Some Other Race Alone,2013
2439,"Farming, fishing, and forestry occupations_Male",0.0,0,0.0,0,,Some Other Race Alone,2013
2440,Construction and extraction occupations_Male,10974.0,10110,3689.0,12386,,Some Other Race Alone,2013
2441,"Installation, maintenance, and repair occupations_Male",5644.0,2625,1331.0,5600,,Some Other Race Alone,2013
2442,"Production, transportation, and material moving occupations:_Male",21815.0,11124,8102.0,12436,,Some Other Race Alone,2013
2443,Production occupations_Male,4884.0,3781,1883.0,3590,,Some Other Race Alone,2013
2444,Transportation occupations_Male,9888.0,4938,5597.0,6073,,Some Other Race Alone,2013
2445,Material moving occupations_Male,7043.0,2405,622.0,2773,,Some Other Race Alone,2013
2446,Female:_Female,100542.0,39768,39713.0,51831,,Some Other Race Alone,2013
2447,"Management, business, science, and arts occupations:_Female",17461.0,8725,10106.0,11703,,Some Other Race Alone,2013
2448,"Management, business, and financial occupations:_Female",4720.0,3513,2250.0,5081,,Some Other Race Alone,2013
2449,Management occupations_Female,2802.0,1919,1343.0,2719,,Some Other Race Alone,2013
2450,Business and financial operations occupations_Female,1918.0,1594,907.0,2362,,Some Other Race Alone,2013
2451,"Computer, engineering, and science occupations:_Female",560.0,278,651.0,464,,Some Other Race Alone,2013
2452,Computer and mathematical occupations_Female,269.0,190,430.0,196,,Some Other Race Alone,2013
2453,Architecture and engineering occupations_Female,138.0,44,177.0,69,,Some Other Race Alone,2013
2454,"Life, physical, and social science occupations_Female",153.0,44,44.0,199,,Some Other Race Alone,2013
2455,"Education, legal, community service, arts, and media occupations:_Female",10310.0,3490,6599.0,4231,,Some Other Race Alone,2013
2456,Community and social service occupations_Female,2297.0,875,867.0,514,,Some Other Race Alone,2013
2457,Legal occupations_Female,456.0,212,100.0,421,,Some Other Race Alone,2013
2458,"Education, training, and library occupations_Female",7119.0,1864,4202.0,2712,,Some Other Race Alone,2013
2459,"Arts, design, entertainment, sports, and media occupations_Female",438.0,539,1430.0,584,,Some Other Race Alone,2013
2460,Healthcare practitioners and technical occupations:_Female,1871.0,1444,606.0,1927,,Some Other Race Alone,2013
2461,Health diagnosing and treating practitioners and other technical occupations_Female,389.0,815,228.0,1374,,Some Other Race Alone,2013
2462,Health technologists and technicians_Female,1482.0,629,378.0,553,,Some Other Race Alone,2013
2463,Service occupations:_Female,45847.0,17886,14957.0,19671,,Some Other Race Alone,2013
2464,Healthcare support occupations_Female,14716.0,3908,4016.0,5609,,Some Other Race Alone,2013
2465,Protective service occupations:_Female,1462.0,631,434.0,735,,Some Other Race Alone,2013
2466,"Fire fighting and prevention, and other protective service workers including supervisors_Female",1177.0,424,306.0,130,,Some Other Race Alone,2013
2467,Law enforcement workers including supervisors_Female,285.0,207,128.0,605,,Some Other Race Alone,2013
2468,Food preparation and serving related occupations_Female,7295.0,2327,3387.0,2531,,Some Other Race Alone,2013
2469,Building and grounds cleaning and maintenance occupations_Female,9255.0,6182,2712.0,6553,,Some Other Race Alone,2013
2470,Personal care and service occupations_Female,13119.0,4838,4408.0,4243,,Some Other Race Alone,2013
2471,Sales and office occupations:_Female,30090.0,9774,12321.0,15874,,Some Other Race Alone,2013
2472,Sales and related occupations_Female,12314.0,3867,5191.0,7435,,Some Other Race Alone,2013
2473,Office and administrative support occupations_Female,17776.0,5907,7130.0,8439,,Some Other Race Alone,2013
2474,"Natural resources, construction, and maintenance occupations:_Female",941.0,33,388.0,216,,Some Other Race Alone,2013
2475,"Farming, fishing, and forestry occupations_Female",0.0,0,0.0,0,,Some Other Race Alone,2013
2476,Construction and extraction occupations_Female,488.0,0,237.0,155,,Some Other Race Alone,2013
2477,"Installation, maintenance, and repair occupations_Female",453.0,33,151.0,61,,Some Other Race Alone,2013
2478,"Production, transportation, and material moving occupations:_Female",6203.0,3350,1941.0,4367,,Some Other Race Alone,2013
2479,Production occupations_Female,3337.0,2068,948.0,3232,,Some Other Race Alone,2013
2480,Transportation occupations_Female,1621.0,478,416.0,637,,Some Other Race Alone,2013
2481,Material moving occupations_Female,1245.0,804,577.0,498,,Some Other Race Alone,2013
2482,Total:,223309.0,104133,89395.0,139593,,Some Other Race Alone,2014
2483,Male:,113543.0,61536,47655.0,81739,,Some Other Race Alone,2014
2484,"Management, business, science, and arts occupations:_Male",12512.0,9983,9543.0,11994,,Some Other Race Alone,2014
2485,"Management, business, and financial occupations:_Male",6710.0,5029,3627.0,5500,,Some Other Race Alone,2014
2486,Management occupations_Male,4870.0,3621,2548.0,4524,,Some Other Race Alone,2014
2487,Business and financial operations occupations_Male,1840.0,1408,1079.0,976,,Some Other Race Alone,2014
2488,"Computer, engineering, and science occupations:_Male",1307.0,985,1579.0,1557,,Some Other Race Alone,2014
2489,Computer and mathematical occupations_Male,1030.0,296,960.0,916,,Some Other Race Alone,2014
2490,Architecture and engineering occupations_Male,177.0,344,619.0,506,,Some Other Race Alone,2014
2491,"Life, physical, and social science occupations_Male",100.0,345,0.0,135,,Some Other Race Alone,2014
2492,"Education, legal, community service, arts, and media occupations:_Male",3464.0,3465,3654.0,3949,,Some Other Race Alone,2014
2493,Community and social service occupations_Male,1136.0,581,642.0,841,,Some Other Race Alone,2014
2494,Legal occupations_Male,237.0,54,239.0,684,,Some Other Race Alone,2014
2495,"Education, training, and library occupations_Male",938.0,1042,788.0,1005,,Some Other Race Alone,2014
2496,"Arts, design, entertainment, sports, and media occupations_Male",1153.0,1788,1985.0,1419,,Some Other Race Alone,2014
2497,Healthcare practitioners and technical occupations:_Male,1031.0,504,683.0,988,,Some Other Race Alone,2014
2498,Health diagnosing and treating practitioners and other technical occupations_Male,277.0,401,596.0,277,,Some Other Race Alone,2014
2499,Health technologists and technicians_Male,754.0,103,87.0,711,,Some Other Race Alone,2014
2500,Service occupations:_Male,38329.0,16441,15265.0,25725,,Some Other Race Alone,2014
2501,Healthcare support occupations_Male,844.0,285,160.0,307,,Some Other Race Alone,2014
2502,Protective service occupations:_Male,4333.0,2369,1255.0,2756,,Some Other Race Alone,2014
2503,"Fire fighting and prevention, and other protective service workers including supervisors_Male",3234.0,1846,1080.0,1979,,Some Other Race Alone,2014
2504,Law enforcement workers including supervisors_Male,1099.0,523,175.0,777,,Some Other Race Alone,2014
2505,Food preparation and serving related occupations_Male,17435.0,8374,6564.0,12937,,Some Other Race Alone,2014
2506,Building and grounds cleaning and maintenance occupations_Male,11949.0,3873,5921.0,7475,,Some Other Race Alone,2014
2507,Personal care and service occupations_Male,3768.0,1540,1365.0,2250,,Some Other Race Alone,2014
2508,Sales and office occupations:_Male,15879.0,10000,8640.0,13037,,Some Other Race Alone,2014
2509,Sales and related occupations_Male,7193.0,5092,5431.0,6327,,Some Other Race Alone,2014
2510,Office and administrative support occupations_Male,8686.0,4908,3209.0,6710,,Some Other Race Alone,2014
2511,"Natural resources, construction, and maintenance occupations:_Male",21881.0,12976,6919.0,18103,,Some Other Race Alone,2014
2512,"Farming, fishing, and forestry occupations_Male",0.0,0,111.0,0,,Some Other Race Alone,2014
2513,Construction and extraction occupations_Male,15650.0,11112,5677.0,13098,,Some Other Race Alone,2014
2514,"Installation, maintenance, and repair occupations_Male",6231.0,1864,1131.0,5005,,Some Other Race Alone,2014
2515,"Production, transportation, and material moving occupations:_Male",24942.0,12136,7288.0,12880,,Some Other Race Alone,2014
2516,Production occupations_Male,6705.0,3416,2192.0,3340,,Some Other Race Alone,2014
2517,Transportation occupations_Male,15757.0,5899,3458.0,7789,,Some Other Race Alone,2014
2518,Material moving occupations_Male,2480.0,2821,1638.0,1751,,Some Other Race Alone,2014
2519,Female:_Female,109766.0,42597,41740.0,57854,,Some Other Race Alone,2014
2520,"Management, business, science, and arts occupations:_Female",23084.0,9963,10843.0,11573,,Some Other Race Alone,2014
2521,"Management, business, and financial occupations:_Female",6686.0,2604,3477.0,3985,,Some Other Race Alone,2014
2522,Management occupations_Female,4925.0,2103,2156.0,2268,,Some Other Race Alone,2014
2523,Business and financial operations occupations_Female,1761.0,501,1321.0,1717,,Some Other Race Alone,2014
2524,"Computer, engineering, and science occupations:_Female",480.0,637,436.0,270,,Some Other Race Alone,2014
2525,Computer and mathematical occupations_Female,194.0,344,293.0,200,,Some Other Race Alone,2014
2526,Architecture and engineering occupations_Female,0.0,132,0.0,0,,Some Other Race Alone,2014
2527,"Life, physical, and social science occupations_Female",286.0,161,143.0,70,,Some Other Race Alone,2014
2528,"Education, legal, community service, arts, and media occupations:_Female",12297.0,5422,6123.0,4846,,Some Other Race Alone,2014
2529,Community and social service occupations_Female,2634.0,1346,1198.0,955,,Some Other Race Alone,2014
2530,Legal occupations_Female,1031.0,423,789.0,462,,Some Other Race Alone,2014
2531,"Education, training, and library occupations_Female",8105.0,2785,3395.0,2435,,Some Other Race Alone,2014
2532,"Arts, design, entertainment, sports, and media occupations_Female",527.0,868,741.0,994,,Some Other Race Alone,2014
2533,Healthcare practitioners and technical occupations:_Female,3621.0,1300,807.0,2472,,Some Other Race Alone,2014
2534,Health diagnosing and treating practitioners and other technical occupations_Female,1005.0,601,450.0,1402,,Some Other Race Alone,2014
2535,Health technologists and technicians_Female,2616.0,699,357.0,1070,,Some Other Race Alone,2014
2536,Service occupations:_Female,51914.0,18191,18971.0,23786,,Some Other Race Alone,2014
2537,Healthcare support occupations_Female,16829.0,4604,6656.0,5678,,Some Other Race Alone,2014
2538,Protective service occupations:_Female,1607.0,619,640.0,344,,Some Other Race Alone,2014
2539,"Fire fighting and prevention, and other protective service workers including supervisors_Female",1051.0,547,640.0,94,,Some Other Race Alone,2014
2540,Law enforcement workers including supervisors_Female,556.0,72,0.0,250,,Some Other Race Alone,2014
2541,Food preparation and serving related occupations_Female,9222.0,2601,4073.0,4038,,Some Other Race Alone,2014
2542,Building and grounds cleaning and maintenance occupations_Female,9673.0,6905,3950.0,7618,,Some Other Race Alone,2014
2543,Personal care and service occupations_Female,14583.0,3462,3652.0,6108,,Some Other Race Alone,2014
2544,Sales and office occupations:_Female,29216.0,9882,9985.0,17273,,Some Other Race Alone,2014
2545,Sales and related occupations_Female,12904.0,5366,3740.0,6149,,Some Other Race Alone,2014
2546,Office and administrative support occupations_Female,16312.0,4516,6245.0,11124,,Some Other Race Alone,2014
2547,"Natural resources, construction, and maintenance occupations:_Female",244.0,500,157.0,699,,Some Other Race Alone,2014
2548,"Farming, fishing, and forestry occupations_Female",0.0,200,0.0,57,,Some Other Race Alone,2014
2549,Construction and extraction occupations_Female,139.0,300,157.0,518,,Some Other Race Alone,2014
2550,"Installation, maintenance, and repair occupations_Female",105.0,0,0.0,124,,Some Other Race Alone,2014
2551,"Production, transportation, and material moving occupations:_Female",5308.0,4061,1784.0,4523,,Some Other Race Alone,2014
2552,Production occupations_Female,2767.0,2687,1018.0,3095,,Some Other Race Alone,2014
2553,Transportation occupations_Female,1685.0,583,191.0,770,,Some Other Race Alone,2014
2554,Material moving occupations_Female,856.0,791,575.0,658,,Some Other Race Alone,2014
2555,Total:,230849.0,101531,89747.0,157200,,Some Other Race Alone,2015
2556,Male:,117175.0,56701,50738.0,89587,,Some Other Race Alone,2015
2557,"Management, business, science, and arts occupations:_Male",15900.0,9962,9510.0,12305,,Some Other Race Alone,2015
2558,"Management, business, and financial occupations:_Male",7197.0,5266,5781.0,6419,,Some Other Race Alone,2015
2559,Management occupations_Male,5546.0,3897,4944.0,4935,,Some Other Race Alone,2015
2560,Business and financial operations occupations_Male,1651.0,1369,837.0,1484,,Some Other Race Alone,2015
2561,"Computer, engineering, and science occupations:_Male",2094.0,1024,1402.0,1827,,Some Other Race Alone,2015
2562,Computer and mathematical occupations_Male,1713.0,803,792.0,1057,,Some Other Race Alone,2015
2563,Architecture and engineering occupations_Male,381.0,120,514.0,559,,Some Other Race Alone,2015
2564,"Life, physical, and social science occupations_Male",0.0,101,96.0,211,,Some Other Race Alone,2015
2565,"Education, legal, community service, arts, and media occupations:_Male",5614.0,2905,1884.0,3153,,Some Other Race Alone,2015
2566,Community and social service occupations_Male,1687.0,733,580.0,418,,Some Other Race Alone,2015
2567,Legal occupations_Male,205.0,669,0.0,210,,Some Other Race Alone,2015
2568,"Education, training, and library occupations_Male",2238.0,917,483.0,1047,,Some Other Race Alone,2015
2569,"Arts, design, entertainment, sports, and media occupations_Male",1484.0,586,821.0,1478,,Some Other Race Alone,2015
2570,Healthcare practitioners and technical occupations:_Male,995.0,767,443.0,906,,Some Other Race Alone,2015
2571,Health diagnosing and treating practitioners and other technical occupations_Male,178.0,441,443.0,479,,Some Other Race Alone,2015
2572,Health technologists and technicians_Male,817.0,326,0.0,427,,Some Other Race Alone,2015
2573,Service occupations:_Male,40139.0,16763,17567.0,24341,,Some Other Race Alone,2015
